,Artist Name
1436,Mory Kanté
1437,Phil Vassar
1438,Whitesnake
1439,The Alan Parsons Project
1440,Michael McDonald
1441,FPI Project
1442,Sister Hazel
1443,Years & Years
1444,Matthew Morrison
1445,Session Victim
1446,Tori Amos
1447,Sara Lugo
1448,Eddie James
1449,OutCry
1450,Tracy Byrd
1451,Tourist
1452,SHADED
1453,One Drop
1454,Walker & Royce
1455,WEISS
1456,Snow Patrol
1457,Maroon 5
1458,Jamie 3:26
1459,K-Rizz
1460,daniel hayn
1461,Jesús Adrián Romero
1462,SAFE
1463,LOSER
1464,Electric Light Orchestra
1465,MudBaby Ru
1466,Gryffin
1467,K1 Never Forget Loyalty
1468,Taylor Swift
1469,Booker T. & the M.G.'s
1470,Moses Sumney
1471,JVKE
1472,Rozei
1473,Freddie Gibbs
1474,Mount Kimbie
1475,Hanniou
1476,GusGus
1477,Michael Bublé
1478,City Park
1479,You Me At Six
1480,Dom Dolla
1481,Black Am I
1482,Big Yavo
1483,Joe Yorke
1484,Shoreline Mafia
1485,Joris Voorn
1486,Lil Skies
1487,Logan Ledger
1488,Tessanne
1489,King Complex
1490,ILOVEMAKONNEN
1491,Scorpions
1492,jungle bobby
1493,Taylor Janzen
1494,Depeche Mode
1495,charlieonnafriday
1496,Tower Of Power
1497,Alter Bridge
1498,MFnMelo
1499,Arem Ozguc
1500,Manifest
1501,Nio Garcia
1502,Stepart
1503,Loleatta Holloway
1504,The Temptations
1505,Cl4pers
1506,Welshy
1507,Ernest Ranglin
1508,The Blue Stones
1509,McFadden & Whitehead
1510,Patric Matic
1511,GoldFish
1512,Miel San Marcos
1513,Coi Leray
1514,Avery Lynch
1515,Underoath
1516,Kyrie Irving
1517,Those Guys
1518,Caroline Polachek
1519,Pirupa
1520,Frank Sinatra
1521,Stevie Krash
1522,Gil Scott-Heron
1523,Shane Profitt
1524,Sopico
1525,Lord Gasp
1526,Bnnyhunna
1527,Surprise Chef
1528,Myele Manzanza
1529,RAYE
1530,Usher
1531,Ondara
1532,Hippo Campus
1533,Hotel Mira
1534,Nonsens
1535,TEKA
1536,Raze
1537,Justus Bennetts
1538,Jay Dee
1539,Spencer Crandall
1540,The Morwells
1541,Straats
1542,Girl Ultra
1543,Def Leppard
1544,Mr. V
1545,Elliot Martin
1546,Elderbrook
1547,DVBBS
1548,Brendan Maclean
1549,The Band Perry
1550,Screechy Dan
1551,Cutting Crew
1552,HIRIE
1553,The Late Ones
1554,Daniel Steinberg
1555,James Bambu
1556,Double Tiger
1557,Kaskade
1558,Nito NB
1559,Robyn Ottolini
1560,SeeMeNot
1561,Breaking Beattz
1562,Lilli Cooper
1563,Richard Smallwood
1564,SAINt JHN
1565,Bruce Springsteen
1566,Softcult
1567,Fabrizio De André
1568,Bhavi
1569,Oingo Boingo
1570,Josh Wink
1571,Housecat
1572,RIMON
1573,Alana Springsteen
1574,Inua Ellams
1575,Kate Nash
1576,Old Sea Brigade
1577,The Astec Mystic
1578,和氣あず未
1579,Manal
1580,Sini Sayso
1581,Simpson Ahuevo
1582,John Robinson
1583,Korn
1584,All Time Low
1585,The Weeknd
1586,G-Eazy
1587,BRELAND
1588,Kansado
1589,Sister Carol
1590,Sex Bob-Omb
1591,Azari & III
1592,Lamb of God
1593,BLACKPINK
1594,Piem
1595,KIDS SEE GHOSTS
1596,Tina Campbell
1597,Barbaro
1598,John K
1599,Simply Red
1600,The Peasall Sisters
1601,Walter Smith III
1602,The Mamas
1603,PHILDEL
1604,Rick Astley
1605,Chelsea Collins
1606,Zak Williams
1607,Ciara
1608,Gat Decor
1609,A-Star
1610,Iyashanti
1611,KBong
1612,Kergyma Community Choir
1613,Lil Uzi Vert
1614,Chapel Hart
1615,The Revolutionaries
1616,Hector Bingert
1617,Cyndi Lauper
1618,Deniece Williams
1619,Noah Thompson
1620,All Nations Music
1621,Jo Dee Messina
1622,Village People
1623,Jay & The Americans
1624,Rage Against The Machine
1625,Kamar
1626,6LACK
1627,DJ Susan
1628,Stainless
1629,Lérica
1630,Fred again..
1631,Lil Win
1632,Mavins
1633,Sister Sledge
1634,Sallah
1635,Deep Zone
1636,Young Marco
1637,Xênia França
1638,Benji Candelario
1639,Errol Holt
1640,Miguel Migs
1641,Conan Gray
1642,the booyah! kids
1643,Passenger
1644,Darius Paulk
1645,Tinashe
1646,KYLE
1647,Pokémon
1648,8Kays
1649,Fresh Start Worship
1650,WHTKD
1651,Micheal Dwamena
1652,Del Amitri
1653,Nicole Atkins
1654,Full Gospel Baptist Church Fellowship International Ministry of Worship
1655,Moon Rocks
1656,Marialy Pacheco
1657,Raphael Saadiq
1658,Bleu Clair
1659,A Tribe Called Quest
1660,Jelly Roll
1661,Ivan & Alyosha
1662,BTS
1663,The Hourglass Effect
1664,Thin Lizzy
1665,Neon Trees
1666,Lee Dorsey
1667,Judith Christie McAllister
1668,SwitchOTR
1669,Redfield
1670,Stereophonics
1671,Dré Six
1672,Loud Luxury
1673,The Highfields
1674,Cruz Cafuné
1675,JPRO
1676,The Aquabats!
1677,Tangie Banana
1678,T Stizz
1679,90ivy
1680,Chicago Mass Choir
1681,Kali Uchis
1682,Empire of the Sun
1683,The Bad Plus
1684,St. Vincent
1685,Alanis Morissette
1686,ESSEL
1687,Meltt
1688,The Resinators
1689,Casey Barnes
1690,M6 DEVIL
1691,Navos
1692,Nanna
1693,Julian Collazos
1694,Anna Kendrick
1695,¡MAYDAY!
1696,Ryan Oakes
1697,Joshwa
1698,Little Ann
1699,Jasper Tygner
1700,Gusi
1701,Patti LaBelle
1702,Smartkid
1703,HI-LO
1704,Mr. Mister
1705,Irie Miah
1706,Rodell Duff
1707,Queen Naija
1708,Mortimer
1709,Josh Ritter
1710,KAMAUU
1711,Sav'o
1712,Natty Dread International
1713,Chuks
1714,GTK TV
1715,Nia Allen
1716,Ondubground
1717,The Real Zebos
1718,4th Measure Men
1719,Alex Cherney
1720,Hether
1721,Terrence Parker
1722,David Hazeltine
1723,Sturgill Simpson
1724,Both
1725,Zarif
1726,Myron Butler & Levi
1727,Brooks & Dunn
1728,Vybz Kartel
1729,Valentino Khan
1730,Pigeon John
1731,Lil Toe
1732,Little Simz
1733,Blake Shelton
1734,Jonathan Coulton
1735,Roy Ayers
1736,Lady Gaga
1737,Q
1738,Yung Fazo
1739,King Unique
1740,The Dip
1741,Joy Crookes
1742,HIRA
1743,Eminem
1744,FACESOUL
1745,Dylan Sinclair
1746,L.T.D.
1747,Gnarls Barkley
1748,Xpansions
1749,Agnes Obel
1750,Blaggards
1751,Clans
1752,Big Youth
1753,Mike Bahía
1754,Rosie Darling
1755,Wooden Shjips
1756,Kim Burrell
1757,American Teeth
1758,The Cardigans
1759,Cory Wong
1760,Sikked
1761,Jimi Jules
1762,Ritchie Valens
1763,Hoonch
1764,Big Jim Davis
1765,Kyd the Band
1766,Alyze Di Singer
1767,Skales
1768,Leadley
1769,Fruit Bats
1770,The Arcs
1771,Sueño Latino
1772,Dion
1773,Parkway Drive
1774,Ari Abdul
1775,Boston
1776,DJ Rell
1777,Ship Wrek
1778,Bring Me The Horizon
1779,Chris Lorenzo
1780,American Authors
1781,KUNZITE
1782,DNCE
1783,Linval Thompson
1784,Curtis Mayfield
1785,AURORA
1786,Lil Jon
1787,*NSYNC
1788,ODESZA
1789,Satoshi Takebe
1790,Guru Nile
1791,Braxton Cook
1792,Bellakath
1793,Blu DeTiger
1794,International Children's Choir Of Church Of God In Christ
1795,R.A.P. Ferreira
1796,Ariana Grande
1797,Sydenham
1798,Procol Harum
1799,ONR
1800,Malik Moses
1801,Lukie D
1802,JJ
1803,Silk City
1804,Jah Cure
1805,Bee Gees
1806,The LambsBread
1807,Bill Laurance
1808,Jamila Woods
1809,Megan Thee Stallion
1810,Hot Since 82
1811,Estelle
1812,YK Osiris
1813,The Killers
1814,Snarky Puppy
1815,Classmatic
1816,Katchafire
1817,Superet
1818,High Tropics
1819,Huron John
1820,Natalie Jane
1821,Ras Kaneo
1822,Kacy & Clayton
1823,Dennis Quin
1824,Darius Rucker
1825,Hot Natured
1826,Xana Romeo
1827,Kevin Gates
1828,Ric Wilson
1829,Zedd
1830,Vy Higginsen's Gospel for Teens
1831,Gunna
1832,Mickey Guyton
1833,Friday Pilots Club
1834,Victony
1835,Mystery Skulls
1836,Rapson
1837,Mimi Webb
1838,ZILLION
1839,Donovan Woods
1840,Pablo Gad
1841,Asadenaki
1842,Cold War Kids
1843,Double 99
1844,Ras Fraser Jr.
1845,Jean Knight
1846,Cody Johnson
1847,Beau
1848,Wildchild
1849,Shirt
1850,Woody (UK)
1851,The Happy Fits
1852,The Brothers Nylon
1853,Kings Of Tomorrow
1854,Louie Vega
1855,Reekado Banks
1856,Quantic
1857,P.O.D.
1858,Papa San feat. Fred Hammond
1859,Supernova
1860,kenzie
1861,Ryley Walker
1862,Takuya Kuroda
1863,Gabe
1864,Michelle Williams
1865,Fusion Groove Orchestra
1866,Vance Joy
1867,Fastball
1868,Gino J
1869,The HU
1870,S.A.M.
1871,Liquid Zoo
1872,Luther Barnes
1873,Jansons
1874,Phoebe Bridgers
1875,Mykal Rose
1876,Dele Sosimi Afrobeat Orchestra
1877,Eva Valery
1878,KISS
1879,Blackchild (ITA)
1880,Yves V
1881,Destiny's Child
1882,Dolly Parton
1883,Queen
1884,Cut Worms
1885,Oliver Malcolm
1886,Jackson Browne
1887,DR.Charles G. Hayes & The Warriors
1888,KillBeatz
1889,JR Kenna
1890,Amp Fiddler
1891,UB40
1892,Trodd
1893,Sapphire
1894,Ferdinand Weber
1895,Selena Gomez & The Scene
1896,Greentea Peng
1897,Larry Heard Presents Mr. White
1898,AM
1899,Laura Mvula
1900,Fairground Saints
1901,Asiahn
1902,Lil Baby
1903,KSLV Noh
1904,Jimmy Levy
1905,Carla Prata
1906,Pasiflorez
1907,p-rallel
1908,SYML
1909,Channel Tres
1910,Gershon Jackson
1911,Glory
1912,Ritt Momney
1913,Michael Boykin & The Mighty Voices
1914,L'Rain
1915,Billie Eilish
1916,Skrillex
1917,The Smashing Pumpkins
1918,McClenney
1919,Troniq Music
1920,Ya Levis
1921,TPL
1922,Nickelback
1923,Thomas Csorba
1924,Conkarah
1925,Devin Lewis
1926,Bellaire
1927,Ahmed Helmy
1928,Chuck Berry
1929,Future Islands
1930,Alaia & Gallo
1931,Disco Lines
1932,PnB Rock
1933,Bernard Wright
1934,Carter Faith
1935,Soundgarden
1936,Don Henley
1937,Parker McCollum
1938,Amber Run
1939,TTRRUUCES
1940,Ricky Dillard & the New Generation Chorale
1941,Kyle Smith
1942,Yolanda Adams
1943,Justice
1944,Buzz Low
1945,Bruce Hornsby
1946,Jenevieve
1947,Queen Ifrica
1948,Hot Chocolate
1949,Jochen Simms
1950,Musical Youth
1951,Bailey Zimmerman
1952,Reuben Isaac
1953,The Backseat Lovers
1954,Opia
1955,The Hold Steady
1956,Saint Lane
1957,Tayla Parx
1958,Yellow Days
1959,DJ Planet Express
1960,Niyorah
1961,Chief Keef
1962,The O'Jays
1963,Video Games Live
1964,Duncan Laurence
1965,Jamiroquai
1966,Lil B
1967,Duvall
1968,Morgan Wade
1969,Camidoh
1970,Midi Culture
1971,Agnes Nunes
1972,The Strike
1973,Mura Masa
1974,Papa San feat. Da' T.R.U.T.H
1975,Jay Bezzy
1976,Duncan Sheik
1977,The Band CAMINO
1978,Jinjer
1979,Darwin Hobbs
1980,Carbon
1981,The Canton Spirituals
1982,Isaac Hayes
1983,Aqua
1984,Agallah
1985,Kip Moore
1986,Eats Everything
1987,LYNN
1988,Edward Sharpe & The Magnetic Zeros
1989,Dotcom Vibez
1990,JAY-Z
1991,Jack Villa
1992,Supertramp
1993,Bonnie Banane
1994,Reneé Rapp
1995,Eisley
1996,司钻
1997,Breakbot
1998,Lachlan Denton
1999,Busted Head Racket
2000,Ella Henderson
2001,Emilia
2002,Jukebox The Ghost
2003,Tally Hall
2004,Jade Eagleson
2005,Donald Malloy
2006,Dezzie
2007,42 Dugg
2008,Seedheads
2009,The Odd 910
2010,Mixed Culture
2011,SXMPRA
2012,Korede Bello
2013,Joss Stone
2014,The Vernons
2015,MANIK MC
2016,Adam Townsend
2017,Hit-Boy
2018,Ruston Kelly
2019,Marcus Strickland Twi-Life
2020,The Source & Candi Staton
2021,Eye on Attraction
2022,Black Caviar
2023,K Fosu
2024,Toby Green
2025,US Marine Band
2026,The Congos
2027,N Joi
2028,Fabich
2029,Jomanda
2030,Clara Mae
2031,LEER
2032,Norman Greenbaum
2033,Dalwayne
2034,Keyla Richardson
2035,Kelontae Gavin
2036,Hush Forte
2037,Sista Afia
2038,Σtella
2039,Blood Orange
2040,Derina Harvey Band
2041,Lito Kirino
2042,gnash
2043,Sub-Radio
2044,Young Israelites
2045,Emei
2046,Ansu
2047,Ravyn Lenae
2048,Obibini
2049,I Prevail
2050,Fyakin
2051,The Hunna
2052,"Evelyn ""Champagne"" King"
2053,Eagle-Eye Cherry
2054,Dave B.
2055,Pigeons Playing Ping Pong
2056,José James
2057,Walter Hawkins & The Love Center Choir
2058,Nessa Barrett
2059,Wet Denim
2060,David Solomon
2061,Soul Revivers
2062,Nick Raff
2063,Madvillain
2064,John Mayer
2065,Justin Bieber
2066,Dream Theater
2067,Vince Staples
2068,MAY-A
2069,Packed Rich
2070,The Dirty Nil
2071,The Calling
2072,SAYGRACE
2073,Marzz
2074,The Knife
2075,Junior Varsity
2076,Mojo Morgan
2077,Alien Nosejob
2078,Del Water Gap
2079,Tropidelic
2080,Dirt Poor Robins
2081,Magic System
2082,LIKEMINDS
2083,Sevana
2084,FireCityFunk
2085,Alpha Steppa
2086,Deadly Circus Fire
2087,Two Friends
2088,Aidan Bissett
2089,Josh Meloy
2090,Dj Sign
2091,"Love, Lies and Fiction"
2092,Iya Terra
2093,Flizz
2094,Rachel Row
2095,Kiefer
2096,Tristen
2097,Borgore
2098,Jiggy (IT)
2099,Sabaton
2100,The Postal Service
2101,D-51
2102,JOSEPH
2103,Gillian Welch
2104,blackwave.
2105,Crash Test Dummies
2106,Skid Row
2107,Rolling Blackouts Coastal Fever
2108,10cc
2109,Paolo Fresu
2110,Benjamin Epps
2111,Randy Houser
2112,DeBarge
2113,Menahan Street Band
2114,Capleton
2115,Tori Kelly
2116,Javiera Mena
2117,Limoblaze
2118,Sesamoid
2119,Leslie Odom Jr.
2120,Yousef
2121,James Vickery
2122,O.A.R.
2123,The Moving Stills
2124,Salt-N-Pepa
2125,Anomalie
2126,Imogen Heap
2127,The Blessed Madonna
2128,Square One
2129,Youngblood Hawke
2130,Yaksha
2131,Rehmahz
2132,Dennis Alcapone
2133,Rod Taylor
2134,Grace Carter
2135,CID
2136,Lil Eazzyy
2137,Papa San
2138,The Flavor
2139,Sly & The Family Stone
2140,Kick the Robot
2141,Tones And I
2142,Nappy
2143,Fireboy DML
2144,Mario
2145,Patent Pending
2146,Skinny Pelembe
2147,CJ Bolland
2148,Thirty Seconds To Mars
2149,Byron Cage
2150,West Angeles Cogic Mass Choir And Congregation
2151,Alborosie
2152,Ben Dolic
2153,Noizu
2154,Joe Chambers
2155,Eric Clapton
2156,DJ Maars
2157,Alien Dread
2158,Jah Bouks
2159,Abyna Morgan
2160,Attica Riots
2161,Stone Temple Pilots
2162,Stay Outside
2163,Kah-Lo
2164,PNAU
2165,Memoria
2166,System.Inc
2167,Stevie Ray Vaughan
2168,Protoje
2169,Living Legends
2170,Olen
2171,Erica Campbell
2172,Hare Squead
2173,Ghostland Observatory
2174,Cobra Starship
2175,William DeVaughn
2176,Dying Fetus
2177,Dj Abux
2178,Scott Helman
2179,Samory I
2180,Audiojack
2181,Lipp
2182,Ibeyi
2183,Jordan Davis
2184,Gregory Porter
2185,Parmalee
2186,Quasimoto
2187,Leftwing : Kody
2188,Poté
2189,Josh Heinrichs
2190,Christos DC
2191,Firebeatz
2192,Power Trip
2193,George Pelham
2194,Unlimited Culture
2195,J Boy
2196,Beck
2197,These New South Whales
2198,The Dangerfeel Newbies
2199,RÜDE CÅT
2200,Kane Brown
2201,MAJOR.
2202,Virginia To Vegas
2203,Elastica
2204,Elijah Waters
2205,Mc Dricka
2206,Ratt
2207,Dennis Ferrer
2208,The Murder Capital
2209,Peter Brown
2210,Peter Bjorn and John
2211,Treesha
2212,Alicia Bridges
2213,Matvey Emerson
2214,Ecool
2215,Franky Rizardo
2216,Parade of Lights
2217,Architects
2218,Dan + Shay
2219,Chris Travis
2220,Tim Halperin
2221,Jada
2222,Mayra Andrade
2223,Kurtis Wells
2224,Raffaella Carrà
2225,Gina G
2226,Ricky Dillard
2227,Hal Ketchum
2228,GoldLink
2229,Warren G
2230,Che Noir
2231,Blue
2232,Lil Loaded
2233,Masicka
2234,Saib
2235,Raging Fyah
2236,St. Lucia
2237,Stranjah Miller
2238,Jonas Blue
2239,Eagles
2240,$uicideboy$
2241,Katalyst
2242,Jahriffe
2243,Charlotte Perrelli
2244,The Believers
2245,Surf Curse
2246,Ricky Remedy
2247,YG Rob
2248,LMK
2249,James Hall
2250,Ava Max
2251,Rodnie Bryant & CCMC
2252,The Secret Sisters
2253,SSGKobe
2254,Barbara Tucker
2255,The Staple Singers
2256,Renee Spearman
2257,Olivia Newton-John
2258,Windy Crankage
2259,Tensnake
2260,Moon Boots
2261,Lloyd
2262,TOBi
2263,Doris Troy
2264,W.D.C
2265,Ashley Kutcher
2266,Peter Hunnigale
2267,The Lovin' Spoonful
2268,Smash Mouth
2269,Cherrelle
2270,Santana
2271,Rosie Carney
2272,Scandal
2273,Matt Stell
2274,Jo Jo Bennett & Mudies Allstars
2275,Jasmine Myra
2276,Syd
2277,Ben Folds
2278,Travie McCoy
2279,J Moss
2280,H-Town
2281,Lorde
2282,ROSIE
2283,Flight Facilities
2284,Fei Yu-ching
2285,Shiba San
2286,yvngxchris
2287,Mokita
2288,Bowling For Soup
2289,Cafuné
2290,Jimmy Riley
2291,The Call
2292,Ma1co1m
2293,Carlos Vives
2294,Temple of Deliverance Women's Choir
2295,Tyler Childers
2296,SZA
2297,Jamie Jones
2298,Kooii
2299,Cocteau Twins
2300,Cantrell
2301,Jak Jaxon
2302,MF DOOM
2303,Muscadine Bloodline
2304,Gavin Turek
2305,Maiya The Don
2306,THE ORAL CIGARETTES
2307,VÉRITÉ
2308,Demarkus Lewis
2309,James
2310,Adam Blackstone
2311,Terry Presume
2312,sped up nightcore
2313,Ed Sheeran
2314,Volbeat
2315,Ra Ra Riot
2316,Kelly Clarkson
2317,Ashley McBryde
2318,Feid
2319,Paige
2320,Blondie
2321,Pacific Avenue
2322,Young Thug
2323,Saddleback Worship
2324,Lil Kesh
2325,Marshmello
2326,Paul Vinx
2327,Fuel
2328,Natalie Merchant
2329,Corvad
2330,Mista Savona
2331,Rome Streetz
2332,Betty Davis
2333,Easton Corbin
2334,Dub FX
2335,Run River North
2336,Ms. Lauryn Hill
2337,Jords
2338,Tamela Mann
2339,Drugdealer
2340,William Murphy III
2341,RiZen
2342,Nina Nesbitt
2343,Justin Moore
2344,Rei
2345,Sigala
2346,The Jam
2347,Nicki Minaj
2348,Lucky Mensah
2349,Dottie Peoples
2350,Groove Armada
2351,Jung Kook
2352,Frank Williams
2353,P-Square
2354,Robert Owens
2355,Peetah Morgan
2356,Blue Ivy
2357,Miklez
2358,Ornella Vanoni
2359,Ram Jam
2360,Raúl Esparza
2361,Royel Otis
2362,Maxo Kream
2363,Alex G
2364,Luna Elle
2365,Little Big
2366,Jitwam
2367,Jimi Jamison
2368,They Might Be Giants
2369,Capital Letters
2370,PAPA Sound
2371,Bonny Light Horseman
2372,Three Days Grace
2373,Rufus
2374,T. Rex
2375,The Drums
2376,Xavier Wulf
2377,Gym Class Heroes
2378,The Urban Tales
2379,Freeze corleone
2380,Ras-I
2381,Charlie Hunter
2382,Heartsdales
2383,The S.O.S Band
2384,Theo Katzman
2385,WILLOW
2386,Matthew Bento
2387,CASSIMM
2388,Lou Reed
2389,Unknown T
2390,Ruen Brothers
2391,Oakman
2392,John Michael Montgomery
2393,Jane Macgizmo
2394,Joel Corry
2395,Alien Ant Farm
2396,Wunderhorse
2397,mazie
2398,Dermot Kennedy
2399,Fenne Lily
2400,Lloyd Parks
2401,Mike Dimes
2402,bloodsimple
2403,Mona 4Reall
2404,John Paesano
2405,Ivy Sole
2406,Bury Tomorrow
2407,Miike Snow
2408,Kiesza
2409,Lautaro Lopez
2410,Five
2411,Gucci Mane
2412,We Are Scientists
2413,The Proclaimers
2414,Jah Frozen
2415,Senbeï
2416,Jax Jones
2417,De'Lacy
2418,Kruse & Nuernberg
2419,Incognito
2420,Walshy Fire
2421,Bleached
2422,TYNSKY
2423,Jmo Let Em Know
2424,Yvvan Back
2425,Cam
2426,Maxi Priest
2427,Barry White
2428,Enchanting
2429,James Hall Worship & Praise
2430,High Pulp
2431,Jtrizz
2432,Kim Carnes
2433,Aaron West and The Roaring Twenties
2434,The Skatalites
2435,Nippa
2436,Dinos
2437,Benny The Butcher
2438,Sidney
2439,COIN
2440,Blossoms
2441,Nic Fanciulli
2442,Elle King
2443,Fifth Harmony
2444,Priscilla Block
2445,Hardsoul
2446,Pantera
2447,Wantigga
2448,Jessie J
2449,Joya Mooi
2450,Aaron Tveit
2451,R.A. The Rugged Man
2452,Alice Smith
2453,Grant Green
2454,Nick Wilson
2455,Keith Urban
2456,Max Styler
2457,LP
2458,Sunny and The Black Pack
2459,Pastor Mike Jr.
2460,Wayne Smith
2461,Phil Keaggy
2462,Pol Batlle
2463,Alvvays
2464,Lil Durk
2465,Deetron
2466,Finn Foxell
2467,Inpetto
2468,WasteLand
2469,Nightcrawlers
2470,Marko
2471,The Cinematic Orchestra
2472,Daniel Powter
2473,Sigrid
2474,Navy Blue
2475,Kevin Walkman
2476,Still Woozy
2477,Fyex
2478,Kari Faux
2479,Ariel Pink
2480,James Hype
2481,Jodeci
2482,Hunter Daily
2483,Bizzy Crook
2484,Martha Reeves & The Vandellas
2485,Todd Terje
2486,Mau P
2487,The Chemical Brothers
2488,Larruso
2489,Nick Jonas
2490,Icewear Vezzo
2491,Steppes
2492,Your Favorite Martian
2493,Jauz
2494,Sister Nancy
2495,Funky People
2496,Wiki
2497,Hardwell
2498,Fuerza Regida
2499,Honest Men
2500,Sadie Jean
2501,Dagny
2502,小曽根啓
2503,Cults
2504,Thom Yorke
2505,Chapter & Verse
2506,U2
2507,half•alive
2508,Schwey
2509,Skeamer
2510,Angelo De Augustine
2511,Nicky Romero
2512,Sam Sparro
2513,GINGE
2514,Savage Ga$p
2515,The J.B.'s
2516,Versace James
2517,Son of Ika
2518,Nemahsis
2519,Nicky Jam
2520,dj.Neyt
2521,Gesaffelstein
2522,Chlöe
2523,OnDrills
2524,GARZI
2525,machineheart
2526,Intruder
2527,Herbie Hancock
2528,Loggins & Messina
2529,Chino McGregor
2530,OmoAkin
2531,Sons Of Kemet
2532,Wednesday
2533,Chandler Leighton
2534,Big Gigantic
2535,Michelle Ayers
2536,Jessica Reedy
2537,Thurston Harris
2538,NEIKED
2539,Crumb
2540,PGF Nuk
2541,Squeeze
2542,Buddy
2543,Kasabian
2544,Jonathan McReynolds
2545,Lex Amor
2546,Dixie
2547,Jemaine Clement
2548,Majestic
2549,Julie Fowlis
2550,Nana
2551,Madison Beer
2552,Daddy Freddy
2553,Jonah Kagen
2554,Otis Junior
2555,Otis Kemp
2556,OmenXIII
2557,Crown Heights Affair
2558,John Cafferty
2559,The Dollyrots
2560,Soul Bombs
2561,Belinda Carlisle
2562,R. Missing
2563,Rexx Life Raj
2564,Hollaphonic
2565,Crazy Town
2566,West Swell
2567,Cheat Codes
2568,Carly Pearce
2569,Lost Frequencies
2570,Powl
2571,Eddie Fowlkes
2572,American Hi-Fi
2573,Wynonna
2574,Mott The Hoople
2575,Ze-Ion
2576,Marshall Crenshaw
2577,Dylan Wright
2578,Connie Han
2579,Bäs Noir
2580,The Ghost Inside
2581,Tafari Wisdom
2582,ALI
2583,Bryan Scary & the Shredding Tears
2584,Rakz
2585,Lyn Collins
2586,Kofi Nti
2587,Bryson Tiller
2588,Treyarch Sound
2589,NY's Finest
2590,Mark Knight
2591,Walt Whitman and Soul Children Choir
2592,Christopher Ellis
2593,Masked Wolf
2594,Brandee Younger
2595,Nocatchphraze
2596,THEHONESTGUY
2597,Thomas Newson
2598,Meghan Patrick
2599,Mo Lowda & the Humble
2600,Hugo Basclain
2601,Keith Wonderboy Johnson
2602,Larrenwong
2603,Niphkeys
2604,Abigail Osborn
2605,David Keenan
2606,Tame Impala
2607,The Smiths
2608,Daniel Olsén
2609,Fourword
2610,C1
2611,Cookin Soul
2612,Nadje Noordhuis
2613,RADWIMPS
2614,Woods
2615,Bad Wolves
2616,Alexander Stewart
2617,Ingrid Michaelson
2618,BJ The Chicago Kid
2619,ENOLA
2620,Becky G
2621,Clyde P
2622,Verse iTal
2623,The Co-Operators
2624,Mt. Joy
2625,Victoria Justice
2626,TESSÆ
2627,The Black Seeds
2628,Lasai
2629,Chromeo
2630,A$AP Rocky
2631,Timbali
2632,The Regrettes
2633,Chii
2634,Erica Banks
2635,Mastodon
2636,Moonraisers
2637,Extreme
2638,Nathan Ball
2639,Mikey General
2640,St. Paul & The Broken Bones
2641,Breaking Benjamin
2642,George Thorogood & The Destroyers
2643,Emile Londonien
2644,WOOZE
2645,Aquilo
2646,Black Sherif
2647,Brother Culture
2648,Hundred Waters
2649,Deepswing
2650,Eiffel 65
2651,Chromatics
2652,Max Herre
2653,Caroline Jones
2654,K-Trap
2655,Blackout JA
2656,Billy Ocean
2657,Jah Olli
2658,L Devine
2659,Dylan Marlowe
2660,Matt Sassari
2661,Hey Violet
2662,Bat For Lashes
2663,Shadrow
2664,The Ronettes
2665,Fana Hues
2666,Clean Bandit
2667,YellowStraps
2668,Jelani Blackman
2669,Earth & Stone
2670,Justus
2671,Swashii
2672,Unc D
2673,Culture Club
2674,Finesse2tymes
2675,Siedah Garrett
2676,Toby Keith
2677,CATTY
2678,Lojay
2679,Latroit
2680,Kyle Meagher
2681,Of Monsters and Men
2682,Sykur
2683,Joshua Redman
2684,Our Last Night
2685,Blakey
2686,Pici
2687,Declaime
2688,Audio Idols
2689,Gisela João
2690,Holly Humberstone
2691,Sudan Archives
2692,Megan Moroney
2693,Sunfruits
2694,Little Richard
2695,Kidd Keo
2696,Keith Anderson
2697,Flavour
2698,Everclear
2699,Battle Beast
2700,YUNGBLUD
2701,The Devil Wears Prada
2702,Tina Turner
2703,Lordi
2704,OFFAIAH
2705,Sus
2706,Christin Hyshka
2707,Ginjah
2708,Soilwork
2709,Soul Syndicate
2710,Gappy Ranks
2711,MICHELLE
2712,The Abyssinians
2713,Pig&Dan
2714,Anthony Evans
2715,Aeris
2716,Thelma Houston
2717,Pekeño 77
2718,TeeDee
2719,Âme
2720,Ging
2721,The Archies
2722,Alex Rose
2723,Pip Millett
2724,John the Ghost
2725,ACRAZE
2726,Matthew Halsall
2727,Ramones
2728,Meshuggah
2729,YT
2730,Trapx10
2731,Noah Cyrus
2732,K.Flay
2733,Owen Garvey
2734,Febem
2735,Catz 'n Dogz
2736,United Freedom Collective
2737,Kofi Mole
2738,Sgt. Remo
2739,Sherie Rene Scott
2740,David Penn
2741,Crash Adams
2742,Lisa Knowles
2743,Shenseea
2744,Twan Tee
2745,Marquis Hill
2746,King Gizzard & The Lizard Wizard
2747,Khalid
2748,San Holo
2749,Charli XCX
2750,The Rosé
2751,The Night Game
2752,Steelism
2753,Destroy Lonely
2754,SOPHIE
2755,Marc Vedo
2756,Hudson Thames
2757,Jon Reddick
2758,The Score
2759,Pentakill
2760,Sam Fischer
2761,TAEYANG
2762,Loski
2763,Joshua Rogers
2764,M.O
2765,Lokevivi
2766,Ike & Tina Turner
2767,The Stooges
2768,After The Burial
