artist,city,country,date,venue
Mt. Joy,Chicago,US,2018-05-12T21:00:00-0500,Hideout
Mt. Joy,Minneapolis,US,2018-05-10,7th St Entry
Mt. Joy,St Louis,US,2018-05-08T20:00:00-0500,Blueberry Hill Duck Room
Mt. Joy,Nashville,US,2018-05-07T20:00:00-0500,Mercy Lounge
Mt. Joy,Atlanta,US,2018-05-04,Central Park
Mt. Joy,Washington,US,2018-05-04T20:00:00-0400,Rock & Roll Hotel
Mt. Joy,New York (NYC),US,2018-05-03T20:00:00-0400,Rough Trade NYC
Mt. Joy,Toronto,Canada,2018-05-01T19:30:00-0400,Velvet Underground
Mt. Joy,Chattanooga,US,2018-04-28T21:00:00-0500,Songbirds South
Mt. Joy,Knoxville,US,2018-04-27T20:00:00-0500,Bijou Theatre
Mt. Joy,Macon,US,2018-04-26T20:00:00-0400,Capitol Theatre
Mt. Joy,Charlottesville,US,2018-04-24T20:30:00-0400,Jefferson Theater
Mt. Joy,Raleigh,US,2018-04-22,Lincoln Theatre
Mt. Joy,Charlotte,US,2018-04-21T20:00:00-0400,The Underground
Mt. Joy,Charleston,US,2018-04-20T20:00:00-0400,Charleston Music Hall
Mt. Joy,Sacramento,US,2018-04-12,Holy Diver
Mt. Joy,Boise,US,2018-04-10T19:00:00-0600,The Olympic Venue
Mt. Joy,Seattle,US,2018-04-08T20:00:00-0700,Tractor Tavern
Mt. Joy,Vancouver,Canada,2018-04-07T20:00:00-0700,Fox Cabaret
Mt. Joy,Portland,US,2018-04-06T21:00:00-0700,Doug Fir Lounge
Mt. Joy,San Francisco,US,2018-04-03T19:30:00-0700,Café du Nord
Mt. Joy,Tempe,US,2018-03-23,Tempe Beach Park
Mt. Joy,Boulder,US,2018-03-23T21:00:00-0600,Boulder Theater
Mt. Joy,Denver,US,2018-03-22T20:00:00-0600,Larimer Lounge
Mt. Joy,Kansas City,US,2018-03-20T19:30:00-0500,The Riot Room
Mt. Joy,Dallas,US,2018-03-19T20:00:00-0500,Club Dada
Mt. Joy,Austin,US,2018-03-16,Hotel San Jose
Mt. Joy,Austin,US,2018-03-15,Bangers Sausage House & Beer Garden
Mt. Joy,Austin,US,2018-03-14T19:00:00-0500,Stubb's Bar-B-Q (Indoors)
Mt. Joy,Austin,US,2018-03-13,The Gatsby
Mt. Joy,Las Vegas,US,2018-03-10T21:00:00-0800,The Bunkhouse Saloon
Mt. Joy,San Diego,US,2018-03-09T20:30:00-0800,Soda Bar
Mt. Joy,Los Angeles (LA),US,2018-03-08T20:00:00-0800,The Moroccan Lounge
Mt. Joy,Bloomington,US,2018-01-27T20:00:00-0600,The Castle Theatre
Mt. Joy,Lexington,US,2018-01-26T19:00:00-0600,Manchester Music Hall
Mt. Joy,Chattanooga,US,2018-01-25T20:00:00-0600,The Walker Theatre
Mt. Joy,Charleston,US,2018-01-24T21:00:00-0500,Music Farm
Mt. Joy,Greensboro,US,2018-01-23,Carolina Theatre Greensboro
Mt. Joy,Asheville,US,2018-01-21,The Orange Peel
Mt. Joy,Knoxville,US,2018-01-20T20:00:00-0600,Bijou Theatre
Mt. Joy,Athens,US,2018-01-19T20:00:00-0500,Georgia Theatre
Mt. Joy,Philadelphia,US,2018-01-18,World Cafe Live-Philadelphia
Mt. Joy,Richmond,US,2018-01-18T18:30:00-0500,The National
Mt. Joy,Port Chester,US,2018-01-17T20:00:00-0500,Capitol Theatre
Mt. Joy,New York (NYC),US,2018-01-16T19:00:00-0500,Berlin Under A
Mt. Joy,Albany,US,2018-01-15,"Hart Theatre, Egg Center for the Performing Arts"
Mt. Joy,Providence,US,2018-01-14T20:00:00-0500,Columbus Theatre
Mt. Joy,Barre,US,2018-01-13,Barre Opera House
Mt. Joy,Hartford,US,2018-01-12T20:30:00-0500,Infinity Hall Hartford
Mt. Joy,Northampton,US,2018-01-11T20:00:00-0500,The Academy of Music Theatre
Mt. Joy,Highland Park,US,2017-12-08T19:00:00-0800,Lodge Room
Mt. Joy,Santa Ana,US,2017-12-07T20:00:00-0800,Constellation Room
Mt. Joy,Santa Ana,US,2017-12-07T23:00:00-0800,Constellation Room
Mt. Joy,Boston,US,2017-11-18T19:00:00-0500,House of Blues - Boston
Mt. Joy,Philadelphia,US,2017-11-17T21:00:00-0500,The Fillmore Philadelphia
Mt. Joy,Washington,US,2017-11-16T19:00:00-0500,9:30 CLUB
Mt. Joy,Chicago,US,2017-11-02,Metro
Mt. Joy,Los Angeles (LA),US,2017-10-23T11:30:00-0700,"Bruin Plaza, UCLA"
Mt. Joy,Santa Ana,US,2017-10-22T20:00:00-0700,Constellation Room
Mt. Joy,Minneapolis,US,2017-10-15T19:00:00-0500,Fine Line
Mt. Joy,Iowa City,US,2017-10-14,Englert Theatre
Mt. Joy,Madison,US,2017-10-13,Majestic Theatre
Mt. Joy,Chicago,US,2017-10-11,Thalia Hall
Mt. Joy,Chicago,US,2017-10-10T20:00:00-0500,Thalia Hall
Mt. Joy,Indianapolis,US,2017-10-08T20:00:00-0400,"Deluxe, Old National Centre"
Mt. Joy,Louisville,US,2017-10-07,Headliners Music Hall
Mt. Joy,Middletown,US,2017-10-06,Dave Finkelman Auditorium
Mt. Joy,Columbus,US,2017-10-05T20:00:00-0400,Lincoln Theatre
Mt. Joy,Detroit,US,2017-10-03T19:00:00-0400,El Club
Mt. Joy,Toronto,Canada,2017-10-02T19:00:00-0400,The Opera House
Mt. Joy,Cleveland,US,2017-10-01T20:00:00-0400,Beachland Ballroom
Mt. Joy,Asheville,US,2017-09-29,The Orange Peel
Mt. Joy,Philadelphia,US,2017-09-02,Benjamin Franklin Parkway
Mt. Joy,Los Angeles (LA),US,2017-08-17T20:30:00-0700,Bootleg Theater
Mt. Joy,San Diego,US,2017-08-16T21:30:00-0700,Space
Mt. Joy,Chicago,US,2017-08-05T23:00:00-0500,The Vic Theatre
Mt. Joy,Milwaukee,US,2017-08-04,"Back Room, Colectivo Coffee"
Mt. Joy,Indianapolis,US,2017-08-03T21:00:00-0400,Hi-Fi
Mt. Joy,Cincinnati,US,2017-08-02,MOTR
Mt. Joy,Peoria,US,2017-08-01T19:00:00-0500,Limelight Eventplex
Mt. Joy,Newport,US,2017-07-29T11:00:00-0400,Fort Adams State Park
Mt. Joy,Philadelphia,US,2017-07-27T21:00:00-0400,Johnny Brenda's
Mt. Joy,Brooklyn,US,2017-07-26T20:00:00-0400,Baby's All Right - Brooklyn
Mt. Joy,Washington,US,2017-07-25T21:00:00-0400,DC9 Nightclub
Mt. Joy,Pittsburgh,US,2017-07-24,Club Café
Mt. Joy,Cleveland,US,2017-07-23T20:30:00-0400,Beachland Ballroom
Mt. Joy,Montauk,US,2017-07-22,Surf Lodge
Mt. Joy,Nashville,US,2017-07-20T22:00:00-0500,The Basement
Mt. Joy,St Louis,US,2017-07-19T20:00:00-0500,Blueberry Hill Duck Room
Mt. Joy,Chicago,US,2017-07-18,Schubas Tavern
Mt. Joy,Detroit,US,2017-07-17T20:00:00-0400,Marble Bar
Mt. Joy,Toronto,Canada,2017-07-14,Drake Hotel
Mt. Joy,Anaheim,US,2017-05-16T19:00:00-0700,Anaheim
Mt. Joy,Los Angeles (LA),US,2017-05-16,The Parish
Mt. Joy,Hollywood,US,2017-03-27,Bardot
Mt. Joy,San Francisco,US,2017-03-23T21:00:00-0700,The Chapel
Mt. Joy,Atlanta,US,2017-03-12T20:00:00-0400,Tabernacle
Mt. Joy,North Charleston,US,2017-03-11T20:00:00-0500,North Charleston Performing Arts Center
Mt. Joy,Charlotte,US,2017-03-10T20:00:00-0500,Ovens Auditorium
Mt. Joy,Knoxville,US,2017-03-09T20:00:00-0600,The Mill & Mine
Mt. Joy,Raleigh,US,2017-03-08,The Pour House Music Hall
Mt. Joy,Northampton,US,2017-03-07T20:00:00-0500,"John M. Greene Hall, Smith College"
Mt. Joy,Los Angeles (LA),US,2017-02-20T20:30:00-0800,Bootleg Theater
Mt. Joy,Philadelphia,US,2017-02-18T21:00:00-0500,Johnny Brenda's
Mt. Joy,New York (NYC),US,2017-02-16T18:00:00-0500,Mercury Lounge
Mt. Joy,Boise,US,2014-10-01,The Crux
Mt. Joy,Boise,US,2014-06-25,The Crux
Mt. Joy,Boise,US,2014-06-24T19:00:00-0600,The Crux
Mt. Joy,Boise,US,2014-03-20T20:00:00-0600,Treefort Music Fest 2014
Mt. Joy,Boise,US,2014-02-28T19:30:00-0700,Neurolux Lounge
Mt. Joy,Boise,US,2014-02-12,The Crux
Mt. Joy,Boise,US,2014-02-07T19:00:00-0700,The Crux
Mt. Joy,Boise,US,2013-09-07T19:00:00-0600,The Crux
